DS_CAST_NO,DS_DS_NO,HM Wt,HM Temp,HM S,Aim S,Act Mg,Act Lime,ADS
T99529,1,174.5,1348.0,0.055,0.012,59,391,0.017
T98554,1,162.1,1375.0,0.064,0.012,75,368,0.021
T96172,2,167.3,1402.0,0.038,0.012,69,263,0.016
T91659,2,161.0,1368.0,0.038,0.012,82,392,0.022
T97736,1,149.8,1381.0,0.036,0.012,79,224,0.017
T96056,2,153.3,1356.0,0.057,0.012,77,351,0.02
T95426,2,151.7,1367.0,0.067,0.012,59,275,0.017
T96276,1,166.8,1348.0,0.064,0.012,44,321,0.015
T92734,2,164.8,1325.0,0.028,0.012,85,344,0.017
T97736,2,169.2,,0.051,0.012,70,378,0.019
T98041,2,160.2,1398.0,0.07,0.012,68,323,0.017
T95636,1,149.8,1308.0,0.035,0.012,67,303,0.017
T95488,1,174.1,1398.0,0.052,0.012,76,266,0.017
T95218,2,171.9,1378.0,0.065,0.012,84,329,0.021
T92495,1,167.6,1367.0,0.065,0.012,63,256,0.016
T92495,1,172.8,1357.0,0.036,0.012,50,357,0.015
T97420,1,164.3,1382.0,0.025,0.012,91,330,0.019
T96915,2,166.9,1405.0,0.052,0.012,74,343,0.021
T94748,1,160.1,,0.067,0.012,75,371,0.022
T97396,1,157.5,1365.0,0.045,0.012,40,349,0.012
T96675,1,154.0,1437.0,0.043,0.012,73,384,0.018
T94581,2,159.7,1372.0,0.063,0.012,46,290,0.012
T91206,1,183.6,1329.0,0.041,0.012,66,324,0.018
T98392,1,154.4,1378.0,0.054,0.012,78,274,0.017
T99958,2,158.4,1355.0,0.039,0.012,73,254,0.017
T98526,1,165.8,1361.0,0.039,0.012,78,291,0.016
T94627,1,181.8,1402.0,0.029,0.012,63,316,0.015
T93734,1,157.7,1392.0,0.024,0.012,59,350,0.015
T94943,2,160.6,1326.0,0.064,0.012,65,316,0.02
T91197,2,169.7,1327.0,0.029,0.012,69,353,0.016
T96734,1,169.3,1374.0,0.023,0.012,63,423,0.017
T96734,1,160.1,,0.049,0.012,68,269,0.014
T99392,1,159.2,1314.0,0.047,0.012,70,347,0.02
T98215,1,168.1,1394.0,0.048,0.012,73,277,0.018
T95426,1,162.9,1432.0,0.043,0.012,95,367,0.022
T98869,1,167.0,1400.0,0.027,0.012,58,355,0.01
T96592,2,163.8,1350.0,0.021,0.012,78,241,0.013
T96393,1,167.5,1386.0,0.022,0.012,70,291,0.011
T96134,1,168.2,1376.0,0.067,0.012,91,439,0.025
T96977,1,151.4,1415.0,0.047,0.012,59,249,0.012
T93568,2,161.8,1398.0,0.04,0.012,67,254,0.015
T96450,1,167.3,1348.0,0.041,0.012,65,349,0.016
T92028,2,170.7,1385.0,0.053,0.012,45,319,0.012
T94304,1,162.7,1349.0,0.039,0.012,70,254,0.015
T97331,1,152.1,1396.0,0.06,0.012,71,356,0.02
T93811,1,173.7,1364.0,0.033,0.012,62,363,0.016
T91202,1,171.0,1369.0,0.038,0.012,44,237,0.009
T98098,1,165.7,,0.067,0.012,80,424,0.023
T94152,1,161.7,1356.0,0.033,0.012,90,370,0.022
T94890,2,169.2,1373.0,0.053,0.012,85,336,0.019
T97892,1,161.8,1381.0,0.038,0.012,70,277,0.013
T98916,1,171.1,1363.0,0.044,0.012,68,286,0.016
T93062,1,177.6,,0.022,0.012,84,267,0.016
T98385,2,161.6,1351.0,0.028,0.012,84,247,0.018
T98392,1,170.5,1339.0,0.025,0.012,72,331,0.017
T97019,2,160.4,,0.062,0.012,70,310,0.018
T98408,1,172.2,1395.0,0.068,0.012,77,366,0.021
T99800,1,163.3,1395.0,0.023,0.012,72,348,0.019
T98035,2,175.1,1393.0,0.024,0.012,86,344,0.02
T99322,2,163.1,1395.0,0.048,0.012,76,324,0.019
T91663,1,158.7,1375.0,0.045,0.012,78,279,0.015
T91698,2,162.7,1356.0,0.053,0.012,78,354,0.021
T92306,2,163.4,1363.0,0.057,0.012,68,332,0.021
T97184,1,166.7,1367.0,0.06,0.012,91,313,0.023
T91860,1,162.7,1354.0,0.027,0.012,69,299,0.017
T93790,1,166.7,1385.0,0.022,0.012,67,310,0.015
T97949,2,166.8,1355.0,0.064,0.012,66,270,0.016
T95389,1,162.0,1324.0,0.043,0.012,91,383,0.024
T98554,1,167.3,1396.0,0.069,0.012,49,234,0.015
T94104,2,160.9,1383.0,0.047,0.012,62,327,0.019
T99901,2,179.0,1327.0,0.046,0.012,78,322,0.019
T98734,1,167.1,1354.0,0.051,0.012,74,341,0.017
T98734,2,169.3,1368.0,0.029,0.012,73,295,0.017
T98574,2,163.6,1370.0,0.033,0.012,75,330,0.019
T92685,2,160.0,,0.065,0.012,83,378,0.024
T99322,1,170.9,1346.0,0.031,0.012,72,289,0.015
T96311,1,167.3,1344.0,0.032,0.012,72,378,0.016
T97420,1,146.7,1402.0,0.045,0.012,86,314,0.02
T96855,2,178.5,1365.0,0.052,0.012,72,345,0.018
T96530,1,170.2,1399.0,0.02,0.012,78,255,0.016
T99004,1,162.3,1363.0,0.043,0.012,40,371,0.011
T94304,2,169.2,1400.0,0.04,0.012,64,425,0.019
T91161,2,168.0,1363.0,0.063,0.012,61,272,0.011
T93062,1,168.5,1367.0,0.062,0.012,61,308,0.02
T98574,2,158.9,1344.0,0.065,0.012,65,375,0.021
T98035,1,165.5,1413.0,0.062,0.012,65,267,0.015
T99666,1,167.1,1351.0,0.059,0.012,80,361,0.022
T92291,1,173.6,1338.0,0.063,0.012,61,264,0.014
T96172,2,165.7,1411.0,0.029,0.012,81,286,0.017
T98734,2,168.0,1386.0,0.037,0.012,79,351,0.018
T95218,1,158.6,1410.0,0.054,0.012,57,384,0.019
T96791,1,165.5,1352.0,0.066,0.012,52,362,0.018
T98721,1,171.1,1385.0,0.053,0.012,66,336,0.019
T99755,1,160.2,1405.0,0.03,0.012,83,279,0.02
T91663,2,162.3,1341.0,0.067,0.012,73,322,0.021
T97019,1,158.3,1378.0,0.058,0.012,91,309,0.021
T98734,1,155.5,1359.0,0.056,0.012,53,346,0.015
T98408,2,159.0,1360.0,0.058,0.012,54,321,0.015
T99792,1,168.9,1349.0,0.053,0.012,56,295,0.013
T91769,1,163.3,1381.0,0.021,0.012,78,355,0.018
T96535,1,159.0,1364.0,0.033,0.012,78,307,0.017
T92184,1,180.3,,0.068,0.012,76,286,0.022
T91663,1,160.1,1405.0,0.034,0.012,73,320,0.017
T97776,2,169.4,1371.0,0.059,0.012,87,282,0.021
T91663,2,167.3,1331.0,0.041,0.012,69,284,0.017
T97892,2,166.7,1353.0,0.065,0.012,83,379,0.025
T96450,2,152.2,1333.0,0.048,0.012,97,259,0.023
T98099,1,173.9,1354.0,0.052,0.012,62,398,0.018
T92028,2,167.2,1379.0,0.032,0.012,64,380,0.017
T94627,2,171.4,1385.0,0.023,0.012,47,256,0.008
T98994,2,173.0,1391.0,0.058,0.012,78,331,0.02
T96618,2,177.0,1354.0,0.023,0.012,66,337,0.017
T92998,2,158.0,1361.0,0.056,0.012,69,326,0.016
T96892,2,160.0,1381.0,0.048,0.012,94,314,0.024
T99666,2,160.9,1392.0,0.061,0.012,77,300,0.02
T94099,2,158.9,1366.0,0.03,0.012,59,281,0.011
T94005,1,174.3,1386.0,0.047,0.012,65,297,0.015
T97949,2,158.0,1356.0,0.051,0.012,61,382,0.017
T91860,1,162.3,1316.0,0.024,0.012,74,399,0.019
T94005,2,153.6,1393.0,0.057,0.012,72,220,0.015
T99958,2,170.1,1384.0,0.039,0.012,85,321,0.02
T91189,2,164.1,1368.0,0.026,0.012,74,323,0.016
T92585,1,171.2,1374.0,0.039,0.012,67,333,0.016
T94104,1,169.9,1399.0,0.025,0.012,73,303,0.016
T98994,2,153.5,1370.0,0.064,0.012,57,353,0.017
T91391,1,166.3,1298.0,0.043,0.012,64,377,0.018
T97235,2,157.4,1319.0,0.027,0.012,71,360,0.019
T99666,1,166.0,1403.0,0.033,0.012,88,204,0.014
T96249,1,160.9,1385.0,0.056,0.012,80,318,0.022
T95737,1,177.8,1398.0,0.059,0.012,73,300,0.017
T97287,2,183.6,1407.0,0.022,0.012,76,302,0.014
T93454,1,163.3,1406.0,0.023,0.012,84,328,0.019
T93931,1,165.7,1335.0,0.066,0.012,69,248,0.015
T96390,2,149.0,1365.0,0.037,0.012,81,418,0.022
T95282,1,153.5,1348.0,0.03,0.012,65,437,0.018
T93790,2,167.7,1374.0,0.026,0.012,73,347,0.017
T95555,2,164.8,1336.0,0.044,0.012,83,303,0.021
T93558,1,167.9,1371.0,0.059,0.012,82,370,0.024
T97585,2,159.4,1327.0,0.046,0.012,49,291,0.009
T95658,1,167.1,1361.0,0.021,0.012,73,390,0.017
T99792,1,147.3,1406.0,0.044,0.012,78,425,0.022
T97938,2,160.7,1353.0,0.036,0.012,64,318,0.014
T96134,1,168.3,1353.0,0.054,0.012,81,360,0.023
T93047,1,176.9,1373.0,0.046,0.012,57,379,0.013
T94242,2,164.2,1375.0,0.068,0.012,59,301,0.018
T96134,2,169.1,1378.0,0.05,0.012,40,305,0.013
T96450,1,160.3,1350.0,0.052,0.012,65,304,0.017
T91502,2,168.1,1355.0,0.046,0.012,44,353,0.013
T91197,2,161.5,,0.036,0.012,84,310,0.02
T99901,2,178.7,1395.0,0.052,0.012,93,303,0.021
T95859,2,162.7,,0.037,0.012,58,421,0.016
T95636,1,163.8,1365.0,0.056,0.012,67,320,0.018
T97938,1,170.4,1322.0,0.032,0.012,71,301,0.017
T96734,2,168.5,1359.0,0.038,0.012,59,388,0.015
T96390,1,162.4,1375.0,0.049,0.012,74,300,0.02
T91659,2,167.9,1392.0,0.051,0.012,67,341,0.019
T94157,2,157.6,1350.0,0.053,0.012,53,322,0.015
T92028,1,166.6,1374.0,0.055,0.012,74,327,0.019
T98869,1,168.8,1377.0,0.036,0.012,76,200,0.013
T91502,1,162.0,1325.0,0.065,0.012,45,342,0.014
T99996,1,162.4,1339.0,0.021,0.012,69,362,0.017
T99322,2,160.6,1383.0,0.029,0.012,64,362,0.014
T91663,2,154.9,1372.0,0.024,0.012,73,420,0.017
T94242,1,167.9,1372.0,0.054,0.012,85,277,0.02
T98099,2,161.7,1347.0,0.034,0.012,83,272,0.014
T96232,1,168.9,1334.0,0.03,0.012,82,360,0.02
T98892,1,163.7,1382.0,0.044,0.012,71,285,0.018
T98392,1,169.3,1374.0,0.051,0.012,66,392,0.019
T96977,2,153.0,1321.0,0.051,0.012,45,355,0.013
T97949,2,157.0,1368.0,0.048,0.012,79,352,0.02
T92663,1,159.1,1415.0,0.07,0.012,81,331,0.021
T91698,1,173.4,1385.0,0.063,0.012,49,313,0.016
T96618,1,167.8,1348.0,0.032,0.012,75,356,0.018
T94561,1,163.2,1374.0,0.058,0.012,82,361,0.021
T96675,2,161.7,1365.0,0.048,0.012,59,347,0.017
T92021,2,169.2,1411.0,0.024,0.012,79,315,0.02
T91769,1,160.9,1342.0,0.022,0.012,56,235,0.011
T93433,1,170.1,1402.0,0.06,0.012,64,301,0.016
T96116,2,163.5,1340.0,0.047,0.012,55,308,0.013
T92636,1,174.1,1378.0,0.049,0.012,79,351,0.018
T95389,2,158.4,1386.0,0.037,0.012,79,407,0.023
T96116,2,164.1,1399.0,0.067,0.012,63,253,0.017
T94385,1,158.6,1389.0,0.056,0.012,55,296,0.012
T99684,2,176.4,1332.0,0.066,0.012,101,289,0.024
T99901,2,165.1,1370.0,0.025,0.012,70,277,0.012
T91878,2,157.9,1383.0,0.049,0.012,69,345,0.02
T98989,2,158.7,1397.0,0.052,0.012,60,353,0.017
T96056,1,168.6,1342.0,0.026,0.012,58,317,0.012
T91197,2,152.3,1347.0,0.037,0.012,76,355,0.017
T94157,2,163.8,1333.0,0.031,0.012,74,457,0.024
T96134,2,159.0,1370.0,0.069,0.012,63,350,0.018
T97374,1,163.9,1377.0,0.047,0.012,80,224,0.015
T94157,1,165.7,1379.0,0.036,0.012,67,343,0.014
T94385,1,164.3,1363.0,0.053,0.012,77,345,0.02
T96592,2,163.1,1367.0,0.053,0.012,74,279,0.018
T98849,1,166.2,1367.0,0.037,0.012,68,332,0.013
T94763,1,177.2,1364.0,0.07,0.012,78,351,0.023
T99838,1,173.9,1324.0,0.06,0.012,83,324,0.021
T92021,2,162.6,1346.0,0.04,0.012,82,384,0.02
T94840,1,170.1,1383.0,0.053,0.012,52,337,0.015
T91663,1,169.7,1359.0,0.056,0.012,83,320,0.024
T96393,1,162.3,1357.0,0.029,0.012,75,249,0.016
T96791,2,164.8,1402.0,0.064,0.012,77,248,0.015
T96191,2,168.8,1397.0,0.061,0.012,44,264,0.01
T92930,1,159.9,1352.0,0.058,0.012,52,354,0.015
T97873,1,163.3,1407.0,0.031,0.012,67,299,0.015
T92707,1,163.6,1365.0,0.027,0.012,48,267,0.011
T94385,2,163.1,1390.0,0.029,0.012,90,314,0.022
T97420,2,162.8,1369.0,0.025,0.012,59,316,0.015
T98408,1,168.1,1354.0,0.067,0.012,55,281,0.015
T95887,2,165.2,1390.0,0.063,0.012,65,334,0.023
T96191,1,169.5,1347.0,0.025,0.012,67,401,0.016
T93433,2,182.6,,0.054,0.012,73,269,0.015
T96390,1,161.3,1370.0,0.032,0.012,42,341,0.012
T99006,2,166.5,1360.0,0.021,0.012,54,260,0.012
T91197,1,168.6,1336.0,0.035,0.012,63,389,0.018
T94843,2,172.6,1383.0,0.042,0.012,76,262,0.015
T94157,1,168.0,1393.0,0.021,0.012,67,227,0.012
T99755,1,157.4,1374.0,0.036,0.012,72,337,0.017
T98849,1,160.4,1351.0,0.055,0.012,83,272,0.019
T92636,1,166.0,1424.0,0.031,0.012,69,425,0.018
T92291,2,160.2,1364.0,0.044,0.012,75,258,0.017
T96463,1,154.7,1364.0,0.064,0.012,68,242,0.021
T95413,2,159.4,1297.0,0.021,0.012,85,329,0.017
T94581,2,159.4,1339.0,0.059,0.012,78,207,0.016
T92930,1,157.9,1399.0,0.039,0.012,40,243,0.009
T95297,1,182.7,1452.0,0.047,0.012,74,269,0.015
T95413,1,167.2,1402.0,0.032,0.012,93,266,0.019
T94152,1,165.8,1344.0,0.049,0.012,84,285,0.018
T92016,2,171.4,1382.0,0.057,0.012,64,286,0.017
T91206,2,177.6,1360.0,0.03,0.012,79,273,0.019
T92998,2,167.7,1361.0,0.037,0.012,59,363,0.016
T92495,2,172.1,1337.0,0.048,0.012,67,314,0.018
T95488,1,161.5,1383.0,0.041,0.012,61,320,0.017
T98208,2,158.7,1338.0,0.035,0.012,71,317,0.016
T95658,1,171.4,1312.0,0.043,0.012,94,315,0.023
T96675,1,171.2,1360.0,0.035,0.012,49,325,0.012
T91863,2,170.6,1306.0,0.035,0.012,78,345,0.018
T94581,2,165.9,1350.0,0.051,0.012,61,375,0.015
T99154,2,159.5,1385.0,0.044,0.012,59,369,0.017
T93511,2,161.6,1398.0,0.054,0.012,75,446,0.025
T95555,2,173.1,1386.0,0.062,0.012,70,279,0.016
T95931,2,160.9,1364.0,0.067,0.012,74,285,0.017
T92707,1,166.3,1356.0,0.028,0.012,69,358,0.019
T99392,1,159.6,1347.0,0.051,0.012,68,275,0.018
T99004,1,163.7,1407.0,0.049,0.012,71,321,0.017
T98721,2,157.4,1339.0,0.063,0.012,68,434,0.022
T99004,1,164.5,1373.0,0.065,0.012,67,408,0.02
T96530,1,161.7,1385.0,0.058,0.012,70,275,0.016
T92016,1,153.1,1320.0,0.05,0.012,63,254,0.015
T98858,1,169.6,1310.0,0.03,0.012,87,217,0.019
T98721,1,169.3,1385.0,0.034,0.012,50,321,0.014
T91775,1,165.4,1334.0,0.05,0.012,52,299,0.011
T97873,2,157.1,1378.0,0.027,0.012,89,315,0.022
T93790,2,157.2,1348.0,0.029,0.012,78,304,0.018
T96486,2,181.3,1377.0,0.066,0.012,54,302,0.015
T98280,1,146.6,1380.0,0.068,0.012,78,297,0.018
T96575,2,157.4,,0.02,0.012,61,322,0.013
T99338,2,180.0,1381.0,0.063,0.012,74,379,0.024
T96191,1,182.2,1376.0,0.067,0.012,69,200,0.016
T94748,2,176.9,1413.0,0.046,0.012,75,302,0.016
T91775,1,168.7,1346.0,0.042,0.012,71,266,0.015
T98526,2,160.5,1371.0,0.066,0.012,59,345,0.016
T99338,1,153.2,1393.0,0.02,0.012,63,298,0.016
T91775,1,167.8,1304.0,0.062,0.012,71,377,0.02
T93062,2,159.7,1408.0,0.035,0.012,53,369,0.013
T98574,1,175.2,1366.0,0.052,0.012,62,276,0.015
T99684,2,152.0,1381.0,0.036,0.012,67,333,0.016
T94840,1,166.4,1358.0,0.046,0.012,70,376,0.019
T92663,2,171.5,1381.0,0.06,0.012,62,303,0.015
T94561,2,172.1,1377.0,0.029,0.012,79,318,0.018
T99901,1,170.8,1342.0,0.053,0.012,51,287,0.013
T99529,2,167.4,1359.0,0.065,0.012,70,308,0.018
T91995,2,165.9,,0.065,0.012,77,335,0.018
T96592,2,171.4,1407.0,0.065,0.012,106,349,0.028
T92585,1,167.4,1361.0,0.046,0.012,53,357,0.015
T96390,1,167.6,1338.0,0.058,0.012,46,316,0.015
T97910,2,165.2,1379.0,0.042,0.012,81,278,0.02
T98721,2,162.3,1362.0,0.043,0.012,75,300,0.017
T99392,1,155.6,1390.0,0.034,0.012,74,379,0.019
T93790,1,156.8,1351.0,0.034,0.012,46,391,0.015
T99338,2,162.3,1336.0,0.022,0.012,67,313,0.017
T93568,1,164.2,1409.0,0.047,0.012,73,333,0.017
T95488,1,158.2,,0.035,0.012,53,324,0.015
T94943,2,157.7,1347.0,0.029,0.012,52,322,0.011
T95413,1,162.4,1353.0,0.026,0.012,62,205,0.01
T97528,1,171.3,1405.0,0.037,0.012,59,259,0.011
T94556,1,150.2,1427.0,0.065,0.012,77,355,0.02
T98099,2,158.4,1350.0,0.046,0.012,63,329,0.014
T94763,1,166.1,1365.0,0.048,0.012,57,370,0.018
T99529,2,174.0,1378.0,0.023,0.012,95,313,0.023
T97278,1,180.1,,0.046,0.012,77,259,0.019
T98869,1,162.6,1357.0,0.053,0.012,75,313,0.018
T95737,2,162.5,1417.0,0.028,0.012,58,369,0.018
T94152,2,164.0,1362.0,0.069,0.012,57,333,0.018
T91663,2,166.6,1402.0,0.066,0.012,66,237,0.014
T99571,2,164.7,1368.0,0.07,0.012,85,271,0.021
T93511,1,165.8,1317.0,0.038,0.012,56,287,0.015
T96734,2,155.6,1395.0,0.061,0.012,46,246,0.012
T99154,2,153.4,1361.0,0.036,0.012,50,298,0.012
T91878,2,170.0,1406.0,0.057,0.012,47,364,0.013
T94561,1,163.7,1375.0,0.067,0.012,61,268,0.017
T96191,1,170.8,1370.0,0.028,0.012,84,360,0.021
T97892,2,166.6,1382.0,0.027,0.012,46,344,0.012
T99792,2,155.0,1379.0,0.025,0.012,68,294,0.015
T94696,2,175.9,1327.0,0.06,0.012,61,336,0.014
T95636,2,165.2,1397.0,0.053,0.012,67,297,0.018
T98849,1,159.8,1369.0,0.046,0.012,62,348,0.017
T97873,2,161.3,1371.0,0.059,0.012,43,428,0.016
T99154,1,156.5,1380.0,0.062,0.012,64,420,0.023
T91878,2,167.3,1393.0,0.067,0.012,81,208,0.016
T98513,2,164.2,1396.0,0.03,0.012,72,302,0.016
T93327,1,179.1,1387.0,0.042,0.012,66,293,0.015
T96791,2,168.6,1326.0,0.066,0.012,78,351,0.023
T95297,2,178.7,1368.0,0.043,0.012,67,369,0.017
T97938,2,158.3,1347.0,0.044,0.012,61,356,0.02
T92930,2,162.7,1374.0,0.067,0.012,60,340,0.015
T97873,1,171.2,1365.0,0.057,0.012,66,270,0.015
T92899,2,169.1,,0.048,0.012,86,386,0.023
T93695,2,164.9,1336.0,0.038,0.012,57,294,0.015
T92495,1,157.5,1370.0,0.066,0.012,57,247,0.014
T94890,2,149.8,1373.0,0.02,0.012,80,233,0.017
T92291,1,163.5,1358.0,0.036,0.012,72,305,0.016
T92495,2,163.8,1369.0,0.067,0.012,87,371,0.024
T97938,2,165.9,1424.0,0.045,0.012,87,268,0.022
T91502,2,154.9,1379.0,0.051,0.012,80,352,0.019
T92291,1,158.8,1408.0,0.047,0.012,79,284,0.017
T96618,1,167.7,1358.0,0.04,0.012,70,290,0.017
T94627,2,169.1,1389.0,0.053,0.012,48,244,0.014
T94696,1,166.4,,0.058,0.012,59,360,0.018
T99004,2,162.6,1348.0,0.038,0.012,60,291,0.015
T93433,1,156.7,1325.0,0.05,0.012,82,333,0.02
T99755,2,171.7,1343.0,0.024,0.012,91,316,0.019
T96592,1,170.1,1371.0,0.047,0.012,70,309,0.017
T99006,2,161.0,1409.0,0.057,0.012,72,322,0.02
T99901,1,170.8,1367.0,0.049,0.012,62,348,0.013
T93327,1,164.5,1376.0,0.064,0.012,66,367,0.022
T91502,1,160.2,1399.0,0.034,0.012,64,276,0.017
T91878,1,171.5,1362.0,0.045,0.012,90,274,0.021
T97235,2,165.7,1346.0,0.024,0.012,88,424,0.02
T97331,2,162.0,1348.0,0.055,0.012,53,315,0.013
T96486,1,156.0,1398.0,0.042,0.012,71,345,0.019
T93931,2,156.7,1374.0,0.047,0.012,66,276,0.017
T97910,1,170.9,1374.0,0.026,0.012,40,266,0.009
T93695,2,168.2,1348.0,0.07,0.012,85,283,0.02
T96463,1,156.8,1404.0,0.059,0.012,99,300,0.024
T97910,2,156.7,1416.0,0.04,0.012,81,328,0.021
T98777,2,179.7,1374.0,0.048,0.012,65,428,0.015
T97396,1,168.3,1393.0,0.051,0.012,85,344,0.022
T97546,1,173.5,1354.0,0.068,0.012,75,272,0.018
T91202,1,175.4,1402.0,0.058,0.012,93,305,0.02
T98280,1,158.5,1384.0,0.037,0.012,74,278,0.019
T91466,1,177.2,1339.0,0.069,0.012,69,225,0.015
T91878,2,157.5,,0.035,0.012,69,317,0.018
T92678,1,170.1,1381.0,0.049,0.012,66,257,0.015
T98526,2,164.2,,0.055,0.012,76,355,0.019
T98554,1,170.1,1383.0,0.034,0.012,87,305,0.021
T94748,2,163.5,1369.0,0.068,0.012,56,329,0.019
T98526,2,168.8,1365.0,0.031,0.012,80,295,0.015
T95931,1,174.5,1376.0,0.042,0.012,106,356,0.025
T93911,1,172.8,1361.0,0.029,0.012,58,395,0.014
T91663,2,164.6,1354.0,0.064,0.012,81,269,0.019
T97528,2,158.3,1398.0,0.031,0.012,68,322,0.017
T94763,1,162.9,1356.0,0.022,0.012,52,381,0.014
T99755,2,168.1,1366.0,0.022,0.012,49,419,0.013
T94242,2,169.6,1358.0,0.041,0.012,78,360,0.02
T96864,2,172.5,1348.0,0.046,0.012,54,326,0.015
T97873,2,159.9,1409.0,0.022,0.012,80,342,0.017
T95737,2,158.5,1334.0,0.025,0.012,71,279,0.016
T96675,2,157.9,1380.0,0.025,0.012,92,265,0.02
T97396,1,163.6,1367.0,0.053,0.012,59,313,0.017
T96463,1,166.5,1382.0,0.035,0.012,57,322,0.014
T99529,1,167.6,1366.0,0.048,0.012,84,308,0.017
T97668,1,155.1,1382.0,0.024,0.012,66,330,0.015
T97736,2,158.3,1377.0,0.065,0.012,80,315,0.024
T95737,1,160.1,1385.0,0.035,0.012,85,384,0.019
T94152,2,177.3,1414.0,0.059,0.012,88,352,0.02
T95413,2,162.3,1323.0,0.061,0.012,54,238,0.013
T92484,1,154.7,1372.0,0.069,0.012,66,296,0.017
T96892,1,167.7,1345.0,0.057,0.012,49,310,0.012
T96258,2,164.2,1352.0,0.042,0.012,85,398,0.021
T94242,1,156.8,1346.0,0.028,0.012,68,295,0.014
T92306,1,161.7,1363.0,0.022,0.012,41,359,0.01
T97287,2,162.6,1398.0,0.064,0.012,84,244,0.02
T98392,2,164.1,1361.0,0.042,0.012,80,298,0.023
T98280,2,171.5,1379.0,0.057,0.012,58,356,0.018
T91202,2,168.9,1392.0,0.045,0.012,67,358,0.018
T91863,2,165.9,1349.0,0.064,0.012,77,397,0.024
T97546,2,171.9,1350.0,0.057,0.012,83,351,0.022
T92678,1,162.1,,0.024,0.012,62,363,0.018
T95887,1,159.9,1325.0,0.058,0.012,82,303,0.021
T96618,1,167.2,1420.0,0.033,0.012,67,331,0.013
T92267,2,166.6,,0.059,0.012,74,349,0.021
T93568,2,154.7,1384.0,0.067,0.012,73,372,0.021
T92495,1,175.5,1365.0,0.067,0.012,48,300,0.014
T91995,1,157.9,1386.0,0.026,0.012,61,322,0.013
T91995,1,168.7,1366.0,0.023,0.012,55,335,0.015
T99996,2,168.9,1384.0,0.059,0.012,60,366,0.016
T93734,1,143.4,1402.0,0.055,0.012,73,341,0.019
T91197,1,166.6,1315.0,0.029,0.012,60,267,0.014
T98041,1,176.5,1387.0,0.054,0.012,73,349,0.017
T98392,2,160.0,1357.0,0.021,0.012,56,414,0.018
T99164,1,151.7,1342.0,0.052,0.012,66,255,0.018
T96618,1,164.2,1334.0,0.062,0.012,87,418,0.027
T94510,2,168.3,1372.0,0.052,0.012,60,300,0.014
T97420,2,164.4,1377.0,0.023,0.012,79,281,0.017
T99996,2,158.3,1354.0,0.07,0.012,52,295,0.015
T99338,2,157.8,1339.0,0.038,0.012,80,316,0.017
T99338,2,153.6,1373.0,0.039,0.012,59,318,0.015
T99996,1,151.9,1372.0,0.024,0.012,61,325,0.012
T97439,1,162.6,1385.0,0.028,0.012,82,231,0.016
T99571,2,168.0,1387.0,0.034,0.012,41,347,0.012
T96258,2,166.1,1399.0,0.06,0.012,67,396,0.02
T96734,2,166.8,1387.0,0.055,0.012,81,239,0.02
T91860,2,169.4,1329.0,0.049,0.012,48,330,0.012
T99666,1,174.2,1370.0,0.063,0.012,68,264,0.016
T96977,1,165.2,1395.0,0.07,0.012,55,261,0.014
T97873,2,167.4,1391.0,0.039,0.012,61,365,0.02
T98892,2,167.5,1431.0,0.04,0.012,71,419,0.016
T99571,2,166.0,1392.0,0.057,0.012,75,318,0.018
T99996,2,165.1,1336.0,0.052,0.012,75,360,0.022
T99901,1,165.7,1330.0,0.021,0.012,84,200,0.012
T96977,2,175.9,1371.0,0.053,0.012,67,268,0.018
T95218,2,175.0,1374.0,0.056,0.012,62,253,0.014
T97374,1,153.1,1356.0,0.069,0.012,74,376,0.022
T99164,2,166.5,1389.0,0.049,0.012,83,381,0.019
T96618,1,165.0,1307.0,0.054,0.012,61,370,0.018
T98208,2,173.8,1358.0,0.059,0.012,73,342,0.02
T91391,2,164.7,1313.0,0.025,0.012,75,252,0.012
T96855,1,166.8,1351.0,0.057,0.012,70,270,0.017
T96393,2,160.5,1361.0,0.047,0.012,74,444,0.023
T92930,1,170.7,1396.0,0.025,0.012,78,254,0.015
T91161,1,156.3,1339.0,0.053,0.012,72,257,0.019
T96592,1,162.9,1367.0,0.032,0.012,69,312,0.016
T93731,2,157.6,1357.0,0.047,0.012,68,377,0.019
T93511,2,162.9,1367.0,0.034,0.012,82,400,0.022
T92016,1,161.2,1360.0,0.025,0.012,74,342,0.013
T94152,2,170.9,1364.0,0.033,0.012,83,334,0.019
T93511,2,163.5,1354.0,0.042,0.012,71,318,0.015
T98734,2,175.4,1379.0,0.045,0.012,77,303,0.016
T94627,1,163.3,1398.0,0.027,0.012,76,340,0.017
T97396,1,157.4,1371.0,0.036,0.012,63,305,0.014
T94385,2,163.3,1420.0,0.063,0.012,40,422,0.018
T94763,1,168.3,,0.066,0.012,50,250,0.012
T92678,2,176.8,1390.0,0.047,0.012,80,255,0.017
T98916,2,160.5,1351.0,0.045,0.012,76,312,0.019
T91206,2,176.6,1367.0,0.049,0.012,70,258,0.016
T98858,1,163.7,1362.0,0.031,0.012,72,385,0.02
T98526,1,161.9,1339.0,0.07,0.012,62,340,0.02
T99755,2,170.4,1351.0,0.057,0.012,61,368,0.014
T91064,1,175.0,1379.0,0.032,0.012,66,282,0.016
T98858,2,168.9,1402.0,0.034,0.012,79,238,0.017
